	id	tweet	subtask_a
2699	7755	Άρρωστα ευγενικη. Μάλιστα, Μπαμπινιώτη μου εσύ #gntmgr	NOT
2700	4863	Μαγαρισαν και το δημοτικο του πδιραια οι αθεοφοβοι #GNTMgr	NOT
2701	7033	Τετράωρη συγκέντρωση ενάντια σε πρόσφυγες που δεν έρχονταν πραγματοποιήθηκε στη Νάουσα	NOT
2702	4691	Όταν είσαι σώγαμπρος και θέλεις να σε μάθουν στο χωριό... #ekloges #εκλογές2019 #Εκλογές	NOT
2703	2461	#syriza_xeftiles #vouli #Βουλη #ερχεται_ΠΟΥΤΣΑ #ευρωεκλογες2019 Τσιπρα Θεσσαλονικη Βουλη #Ρουβικωνας #ερχεται_ΚΑΡΑΠΟΥΤΣΑ #ερχεται Ευρωεκλογες ALCO Αλεξη	NOT
2704	4687	Χα χα απογοητεύτηκε η #τρεΛίλιαν με την απρόσμενη αντίδραση της #πουτανελλη.Μωρη έχεις να φας πολλά χαστούκια σήμερα #GynaikaXwrisOnoma	NOT
2706	5997	Η γλυκούλα, φτυστοί είναι... Είσαι υπέροχος Μπρατούλη #gntmgr	NOT
2708	4677	6 λέξεις ήταν: ΒΓΑΛ'ΤΟ=2 (x3) #ShoppingStar	NOT
2709	4041	ε και ; οι #σανοφαγοι ακουν μονο την #προπαγανδα κ τα ΦΕΗΚ ΝΙΟΥΖ απο τα τσιρακια των #ΝΔ_ξεφτιλες .....	NOT
2710	5363	Σκυυυυυυυυλοοοοοοος Χαχαχαχαχα χαχαχαχαχα χαχαχαχαχα Θα σκάσω Ωωωωωχχχχ #kalomesimeraki	NOT
2712	5090	Χαχαχαχαχαχα#GNTMgr	NOT
2713	10261	Απ τα πιο όμορφα βίντεο που είδα σήμερα ! Πάντα εδώ #mega #megasynexizoume 30 χρόνια mega! #gntmgr #AgriesMelisses	NOT
2716	2996	"Μου φέρνει φαγητό η αδερφή μου και με ρωτάει : "" -Τι κάνεις; -Διαβάζω. -Άρα τον μπούλο; -Τον μπούλο."" Και φεύγει."	NOT
2717	8581	Πόσο κόμπλεξ έχουν με την Κάτια, όμως;! Πόσο;! #gntmgr	NOT
2719	7627	Επιτελους τρενταρε ο Λιαγκα! (ς) για τον λογο που του αξιζει! το απολυτο ξεφωνημα-ξεφτυλικι!	NOT
2720	7980	χερακια ψηλα οσοι βλεπετε το βοης για να σπασετε πλακα και οχι γιατι καιγεστε να δειτε ποιος θα ειναι το επομενο μουσικο αστερι (ή μαλλον κομητης λογω διαρκειας καριερας) #TheVoiceGR	NOT
2721	3152	καταπληκτικη η ηθοποιος η Τουμασατου αν και αποψη μου ειναι οτι εκανε κακες επιλογες στην δουλεια της μετα την #verastodexi μεχρι να ξαναπαιξει σε κατι αξιολογο σαν την #gynaikaxwrisonoma #kalytera	NOT
2722	2061	Ρε υπάρχει κόσμος που κάνει το τεστ «δες ποιο στρουφακι είσαι» δεν υπάρχει σωτηρία... τέλος !	NOT
2723	7913	Θυμάμαι τη Μαρί Κωνσταντάτου στο Μικροί Μεγάλοι.. ‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍ #mesimeri_skai	NOT
2724	6916	Δεν μας ενδιαφέρουν το μακιγιάζ αυτών των 2 πατήστε το fast forward! Στω #gntmgr	NOT
2725	4352	@USER Μην απελπίζεσαι υπάρχει και η ζωή στην πραγματικότητα. Ζήσε ότι δεν έζησες. Παίξε λίγο τρέλα. Χαμόγελο κάθε πρωινό. Κάθε μέρα είναι μια άλλη μέρα. Ναι είσαι αισιόδοξη. Βάλε μουσική στα αυτιά σου.	NOT
2726	7611	Ενταξει Μαρία πεθαίνω μαζι σου #gntmgr	NOT
2728	8233	Γυναίκα και κόρη έχει;	NOT
2729	4614	Στο πρώτο μαγαζί είναι; #shoppingstar	NOT
2732	9951	Εντωμεταξύ καθε τρεις κ λίγο δοαφημισεις που να ειχε και τηλεθέαση #erwtasmeta	NOT
2733	8008	Γοργόνα παγιδευμένη στα δίχτυα των ψαράδων #GNTMgr	NOT
2734	2415	Μωρή Γωγωωωωωω #shoppingstar	NOT
2735	6372	-Θέλω το ύφος σου να είναι άγριο και επιθετικό. -Μα είναι το φυσικό μου. #GNTMgr	NOT
2738	2801	Η Ρια έμαθε για τα καλά την υπογραφή... #GynaikaXwrisOnoma	NOT
2739	10219	Πάντως το μόνο που αξίζει από όλο το επεισόδιο, είναι το τελος που τις κρίνουν. Όλο το υπόλοιπο δε βλέπεται #gntmgr	NOT
2740	5819	Ναι Ναταλια, παρτε τον Βαρθακουρη και διωξτε την Βλαχαβανη! #kalytera	NOT
2741	8765	χααχχαχαχαχαχα! Ρε Βανια σ εντυσαν και ΧΑΡΟ; #kalomesimeraki	NOT
2742	818	χαλια βάφεται αυτη #shoppingstar	NOT
2743	6928	Εβαλα ένα έξυπνο κι αστείο τουϊτ για παίκτρια του #Gntmgr Στο καπάκι ένιωσα άσχημα. Το έσβησα. Συμμετέχω και παρασύρομαι στο δημόσιο διασυρμό. Στη σύγχρονη τηλεοπτική αρένα που στο βωμό των retweets εκθέτει προσβάλει και μειώνει ανθρώπους.	NOT
2744	1434	@USER Χάσανε ασυλία οι μαύροι και έφυγε ο Σπύρος	NOT
2745	5671	Χάχα δείχνουν και τα μοντέλα χοντρές μ αυτά τα ρούχα; . #gntmgr	NOT
2747	4207	"@USER Ο φυλετικός ρατσισμός δεν υπάρχει αρκεί να μην υπάρχουν""ξενοι"". Οπότε ανενόχλητοι μπορούμε να είμαστε κοινωνική μισαλλοδοξοι ρατσιστές!"	NOT
2748	6527	#gntmgr Τι φαση ποια λιποθύμισε ;	NOT
2749	4623	Αν το πρόβλημα σου είναι οι ξένοι κι όχι όσοι τους χτυπάνε, όσοι τους σκοτώνουν κι όσοι τους αφήνουν να ζουν σε άθλιες συνθήκες όπως τα hot spot.Αν το θέμα σου είναι οι ξένοι κι όχι οι δολοφόνοι του Παύλου Φυσσα παρακαλώ όπως με μπλοκάρει άμεσα.Άντε να ξεκαθαρίζει το τουιτερ μου	NOT
2750	2032	Ο Λαός δεν εκβιάζεται. Η Δικαιοσύνη δεν εκβιάζεται. Η Δημοκρατία δεν εκβιάζεται.	NOT
2751	1803	Και εκει που εισαι μπανιο και βγαζεις φωτος για το ινσταγκραμ σκαει πλοκάμι να πουμε απο τρυπα τοιχου γιγαντιαια σαρανταποδαρουσα οκ αντιο.	NOT
2752	2071	Που πας με το μίνι μαρη μπουτου; #shoppingstar	NOT
2753	1734	Εντάξει το τερματίσαμε στα πολιτικά, εφ' όσον ο Θεοδωράκης συνέκρινε την πρόθεση ψήφου με τα σπερματοζωάρια. #giatinparea	NOT
2754	7026	ΡΕ ΚΩΝΣΤΑΝΤΙΝΑ ΘΕΑΑΑΑ ΤΙ ΥΦΟΣ ΕΙΝΑΙ ΑΥΤΟ; ΑΓΑΠΩ #GNTMGR	NOT
2755	875	Αισθάνομαι ντροπή για κατάντια μας!Παρόλο ότι και οι γυναίκες έχουμε μερίδιο δικής μας ευθύνης για έλλειψη κοινών προσπαθειών,κύρια ευθύνη φέρουν τα ανδροκρατούμενα Πολιτικά Κόμματα κ Πολιτεία.Κύπρος το μοναδικό κράτος μέλος χωρίς γυναίκα Ευρωβουλευτή	NOT
2756	5323	Φοβούμαστε να διαφωνήσουμε με τον #κυρανακης μην μας πουν κομμουνιστές.	NOT
2758	440	Όχι τέτοιο τσάντα #ShoppingStar δεν ταιριάζει με το θέμα μας..δεν πάμε για γάμο	NOT
2759	1079	@USER Θα συνηθίσεις...μικρή είσαι ακόμα	NOT
2762	2286	@USER Δεν το θελουμε αυτο ! Σου πάει καλύτερα να είσαι ανήσυχη	NOT
2763	5648	Πεθαίνω με βλέμμα Αντρέα κάθε φορά που βάζει τραγούδι! Κοιτάει το Μουτσι να δει αν το πέτυχε! #KaloMesimeraki	NOT
2765	3380	@USER Αυτό θα πει δεν μαθαίνω από τα λάθη μου.. και σκέφτομαι την Κατερίνα ποσό είχε στενοχωρηθεί και κλάψει όταν έπαθε το ατύχημα... ξεφτίλες και οι 3, καθώς και όλοι όσοι γελούν και χαχανίζουν στα σχόλια σε τέτοια βίντεο #survivorgr	NOT
2766	9686	12 ώρες έξω η σουζάνα, έριξε πολύ σκέψη... #gntmgr	NOT
2768	6282	Ρε ζενεβιεβ και σημερα κούκλα εισαι μωρη #GntmGr	NOT
2769	5292	"""Ήμασταν έτοιμες, στην ώρα μας"" Γιατί πουλάκι μου; Κάρτα θα χτυπήσετε; Αφού δεν είναι κανείς να σας περιμένει #GNTMgr"	NOT
2770	6533	Αγαπητοί κριτές εσείς φταίτε για το καλάμι που έχει καβαλήσει η Κάτια #GNTMgr	NOT
2772	653	@USER Xρόνια πολλά! Να είσαι πάντα χαρούμενη κι ευτυχισμένη!	NOT
2774	5594	Την ιδια ακριβως φατσα νομιζω ειχαμε και εμεις χθες εκεινη την ωρα #kalomesimeraki	NOT
2775	2306	Πάρε φόρα. #ερχεται_ΠΟΥΤΣΑ #ερχεται_ΚΑΡΑΠΟΥΤΣΑ #ερχεται_ΒΟΙΔΟΠΟΥΤΣΑ_Νο2	NOT
2777	5661	Πωωωωωωωωωωωωω θα τον βαρέσω #kokkinopotami	NOT
2778	8799	Γιουζου στο φαγητό, για να μην ξεχνιόμαστε #gntmgr	NOT
2779	7125	Οι Αταιριαστοι πόσο σεξιστές... #kalomesimeraki	NOT
2780	8271	Είπε για προσβολή να βρεθεί στον πάγκο της λαϊκής ; Το είπε ; Η εγώ άκουσα λάθος ; Πείτε μου να ξέρω να βρίσω όπως πρέπει #gntmgr	NOT
2781	7633	Γυναίκες και Ρέντινγκ από τον Αντώνη Λιάσκο!	NOT
2783	3601	ο κανονισμός είναι σαφής: αν η μπάλα χτυπήσει πρώτα στο σώμα και μετά στο χέρι δεν είναι πέναλτι! #TOTLEV Να το κόψει το χέρι δηλαδή ο αμυνόμενος; Τι είναι κανένας που ψήφισε #συριζα_ξεφτιλες	NOT
2784	4840	Ρε φιλε τι καρακουκλαρα αυτη η Παπαγεωργίου. Να τα λεμε και αυτα #GNTMgr	NOT
2785	7427	Ελευθερία ‍️ Καγιά Ασημίνα #gntmgr	NOT
2787	486	Αυτή η Μελίτη παίζει να είναι τέρμα μαλακισμένο #gynaikaxwrisonoma	NOT
2788	1931	Η κατάρα του Χιώτη… Χτυπημένες από φοβερές τραγωδίες οι γυναίκες της ζωής του. Νεκρή η κόρη του, η Λίντα στο Γηροκομείο, έφυγε από καρκίνο η Μπέμπα… -	NOT
2789	5251	Τόση ξινίλα από κάποιες που θα την ζήλευαν και τα πιο γκουρμέ ξίδια.... #gntmgr	NOT
2790	9907	@USER Ας πρόσεχαν κι αυτοί #νδ_θελατε	NOT
2791	9759	Άντε Ζενεβιεβ σε βλέπω στην επόμενη διαφήμιση για πατατάκια #gntmgr	NOT
2794	1129	@USER Μα δεν χρειάζονται γνώσεις, ούτε να είσαι καμιά διάνοια για να αντιληφθείς την σαπιλα την νΔΟΥΛΑΣ..	NOT
2795	827	@USER Που είσαι κορίτσι μου;	NOT
2796	7869	Η Σουζάνα στο τέλος θα ζητήσει απο τον Μπρατή να κάνει πασαρέλα και να τον βαθμολογήσει ... #gntmgr	NOT
2799	6668	Η Εμμανουέλα έχει απέναντι το annoying orange #gntmgr	NOT
2800	5863	"Η ""κοινωνία"" που κλείνει τα μάτια (και τα αυτια...) στους βιασμούς ανήλικων κοριτσιών, που διώχνει ταλαιπωρημένους πρόσφυγες μέσα στη νύχτα, ενοχλήθηκε από έξι κορίτσια στη παρέλαση. #ΞεφτίλεςΕλληνες"	NOT
2801	1687	@USER Σε ευχαριστώ, σε ευχαριστούμε! Επίσης στην υγειά σου (σας), και να είσαι (είσαστε όλοι) καλά!	NOT
2802	10120	Με αδίκησαν πολύ σήμερα οι #globetrottersgr τελαμε κι αλλο με Βαρθακούριανς... Πάντως ερωταδες μου μου λείψατε παρα πολυ και ανανεωνουμε το ραντεβού μας για αύριο. #erwtasmeta	NOT
